Date,Rank,Nombre,Símbolo,Cap. de Mercado,Precio,Acciones en circulación,% 1h,% 24h,% 7d
22 September 2013,28.0,XenCoin,XNC,20159.0,0.000106,189701888.0,,-0.06,-5.53,-20.9
15 September 2013,27.0,XenCoin,XNC,25061.0,0.000134,186855296.0,,-0.71,0.37,-17.18
08 September 2013,27.0,XenCoin,XNC,31377.0,0.000172,181953888.0,,0.21,-8.06,7.32
01 September 2013,25.0,XenCoin,XNC,28027.0,0.000159,176500848.0,,2.7,3.03,5.78
25 August 2013,31.0,XenCoin,XNC,25156.0,0.000148,170536048.0,,-4.01,-2.84,31.65
18 August 2013,28.0,XenCoin,XNC,17082.0,0.000104,164508256.0,,4.86,23.68,206.16
11 August 2013,41.0,XenCoin,XNC,5307.0,3.3e-05,159515856.0,,0.75,10.96,-7.08
04 August 2013,41.0,XenCoin,XNC,4593.0,3e-05,155573456.0,,-15.08,-18.99,-51.17
28 July 2013,34.0,XenCoin,XNC,8026.0,5.4e-05,149882048.0,,-0.02,-3.47,0.0
